43264234,-1.0
43264739,-1.0
43265282,-1.0
43265789,-1.0
43266318,-1.0
43266846,-1.0
43267353,0.0
43267872,0.0
43268387,0.0
43268898,0.0
43269621,0.0
43270209,0.0
43270836,0.0
43271382,0.0
43271922,0.0
43272451,0.0
43273085,-1.0
43273598,-1.0
43274160,-1.0
43274691,-1.0
43275289,-1.0
43275808,-1.0
43276380,-1.0
43276926,-1.0
43277505,-1.0
43278047,-1.0
43278688,-1.0
43279255,-1.0
43279761,-1.0
43280684,-1.0
43281509,-1.0
43282198,-1.0
43282709,-1.0
43283212,-1.0
43283756,-1.0
43284270,1.0
43285032,1.0
43285568,1.0
43286098,1.0
43286732,1.0
43287269,1.0
43287770,1.0
43288271,1.0
43288827,1.0
43289428,1.0
43289962,1.0
43290468,0.0
43290981,1.0
43291550,1.0
43292087,1.0
43292589,1.0
43293091,1.0
43293596,0.0
43294102,0.0
43294685,0.0
43295200,0.0
43295751,0.0
43296268,0.0
43296800,1.0
43297316,1.0
43297845,-1.0
43298394,-1.0
43298898,-1.0
43299463,1.0
43300017,1.0
43300518,1.0
43301027,1.0
43301544,1.0
43302056,1.0
43302630,1.0
43303132,1.0
43303665,1.0
43304188,1.0
43304774,1.0
43305440,1.0
43306059,1.0
43306565,1.0
43307081,1.0
43307648,1.0
43308366,1.0
43308868,1.0
43309398,-1.0
43309930,-1.0
43310450,-1.0
43310970,-1.0
43311478,-1.0
43311981,-1.0
43312494,-1.0
43313029,-1.0
43313532,-1.0
43314064,-1.0
43314569,-1.0
43315073,-1.0
43315590,0.0
43316091,-1.0
43316645,-1.0
43317272,-1.0
43317847,-1.0
43318348,-1.0
43318867,1.0
43319386,0.0
43319905,0.0
43320416,0.0
43320944,-1.0
43321474,-1.0
43321977,-1.0
43322546,-1.0
43323048,1.0
43323587,0.0
43324166,0.0
43324727,0.0
43325276,0.0
43325807,0.0
43326315,0.0
43326929,1.0
43327477,1.0
43327996,1.0
43328543,1.0
43329083,-1.0
43329604,-1.0
43330107,0.0
43330702,-1.0
43331226,-1.0
43331814,-1.0
43332331,-1.0
43332847,1.0
43333351,1.0
43333854,1.0
43334376,1.0
43334958,1.0
43335848,1.0
43336408,1.0
43336936,1.0
43337457,1.0
43337976,1.0
43338611,1.0
43339113,1.0
43339673,-1.0
43340191,-1.0
43340697,-1.0
43341295,0.0
43341796,0.0
43342336,-1.0
43342860,-1.0
43343491,1.0
43344013,1.0
43344515,1.0
43345038,1.0
43345568,1.0
43346084,1.0
43346665,-1.0
43347173,-1.0
43347757,-1.0
43348325,-1.0
43348864,-1.0
43349366,-1.0
43349868,-1.0
43350402,-1.0
43350933,-1.0
43351475,-1.0
43351983,-1.0
43352504,-1.0
43353042,-1.0
43353559,-1.0
43354084,-1.0
43354693,-1.0
43355203,-1.0
43355765,-1.0
43356274,-1.0
43356778,-1.0
43357458,-1.0
43357961,-1.0
43358467,1.0
43358968,1.0
43359480,1.0
43360034,1.0
43360564,1.0
43361073,1.0
43361681,1.0
43362226,1.0
43362741,1.0
43363291,1.0
43363934,-1.0
43364616,-1.0
43365144,-1.0
43365739,-1.0
43366283,-1.0
43366820,-1.0
43367348,-1.0
43367921,-1.0
43368670,-1.0
43369267,-1.0
43369775,-1.0
43370334,-1.0
43370895,-1.0
43371415,-1.0
43371960,-1.0
43372496,-1.0
43373005,-1.0
43373543,-1.0
43374280,-1.0
43374782,-1.0
43375291,-1.0
43375942,-1.0
43376443,-1.0
43376960,-1.0
43377465,-1.0
43377997,-1.0
43378514,-1.0
43379091,-1.0
43379668,-1.0
43380178,-1.0
43380747,-1.0
43381317,-1.0
43381848,-1.0
43382353,-1.0
43382865,-1.0
43383366,-1.0
43383877,-1.0
43384425,-1.0
43384941,-1.0
43385442,-1.0
43385951,-1.0
43386456,-1.0
43386972,-1.0
43387565,-1.0
43388092,-1.0
