Date,Open,High,Low,Close,Volume,Adjusted Close
1998-03-13,1177.817017,1184.96106,1176.005005,1184.96106,0.0,1184.96106
1998-03-16,1186.186035,1188.616943,1179.439941,1188.482056,0.0,1188.482056
1998-03-17,1193.667969,1202.838989,1193.239014,1202.834961,0.0,1202.834961
1998-03-18,1204.103027,1204.740967,1191.906006,1193.909058,0.0,1193.909058
1998-03-19,1192.396973,1195.828979,1184.870972,1188.714966,0.0,1188.714966
1998-03-20,1188.594971,1192.322998,1183.246948,1187.500977,0.0,1187.500977
1998-03-23,1186.561035,1186.860962,1178.043945,1179.869019,0.0,1179.869019
1998-03-24,1180.093018,1194.05603,1179.973022,1194.016968,0.0,1194.016968
1998-03-25,1207.615967,1209.765991,1188.853027,1191.552979,0.0,1191.552979
1998-03-26,1191.000977,1193.81604,1186.223022,1188.86499,0.0,1188.86499
1998-03-27,1189.409058,1223.927979,1188.85498,1223.564941,0.0,1223.564941
1998-03-30,1230.94397,1249.442993,1228.29895,1249.435059,0.0,1249.435059
1998-03-31,1251.343018,1252.241943,1238.644043,1243.015991,0.0,1243.015991
1998-04-01,1243.373047,1255.01001,1240.057983,1254.964966,0.0,1254.964966
1998-04-02,1259.593018,1285.031982,1259.583008,1269.015015,0.0,1269.015015
1998-04-03,1268.56897,1286.107056,1266.031982,1286.083984,0.0,1286.083984
1998-04-06,1291.614014,1306.383057,1286.430054,1306.378052,0.0,1306.378052
1998-04-07,1308.55603,1310.287964,1296.541992,1303.140015,0.0,1303.140015
1998-04-08,1303.407959,1322.828003,1302.412964,1322.792969,0.0,1322.792969
1998-04-09,1326.44397,1328.78894,1288.887939,1297.224976,0.0,1297.224976
1998-04-10,1294.616943,1311.527954,1293.588013,1311.514038,0.0,1311.514038
1998-04-13,1319.944946,1326.295044,1311.832031,1318.748047,0.0,1318.748047
1998-04-14,1318.274048,1320.909058,1304.375,1313.720947,0.0,1313.720947
1998-04-15,1314.165039,1324.707031,1314.008057,1324.707031,0.0,1324.707031
1998-04-16,1324.036987,1326.42395,1312.564941,1316.245972,0.0,1316.245972
1998-04-17,1311.543945,1311.72998,1291.081055,1298.107056,0.0,1298.107056
1998-04-20,1292.161987,1302.982056,1286.584961,1296.005005,0.0,1296.005005
1998-04-21,1296.771973,1307.855957,1295.088013,1305.223022,0.0,1305.223022
1998-04-22,1307.832031,1333.06604,1307.832031,1322.182007,0.0,1322.182007
1998-04-23,1337.489014,1340.251953,1321.040039,1324.55896,0.0,1324.55896
1998-04-24,1324.454956,1331.85498,1313.609009,1315.166992,0.0,1315.166992
1998-04-27,1314.349976,1318.796997,1303.482056,1310.378052,0.0,1310.378052
1998-04-28,1315.345947,1333.089966,1315.328003,1332.98999,0.0,1332.98999
1998-04-29,1337.894043,1341.581055,1328.562988,1332.499023,0.0,1332.499023
1998-04-30,1336.01001,1343.459961,1335.54895,1343.447998,0.0,1343.447998
1998-05-04,1353.05603,1355.515991,1345.359009,1352.926025,0.0,1352.926025
1998-05-05,1355.045044,1356.05603,1346.592041,1352.52002,0.0,1352.52002
1998-05-06,1352.723022,1355.656982,1341.80603,1348.411987,0.0,1348.411987
1998-05-07,1348.887939,1352.552002,1326.650024,1327.873047,0.0,1327.873047
1998-05-08,1324.741943,1357.604004,1324.723999,1357.594971,0.0,1357.594971
1998-05-11,1367.241943,1368.026001,1351.593018,1354.605957,0.0,1354.605957
1998-05-12,1358.958008,1360.063965,1342.733032,1349.649048,0.0,1349.649048
1998-05-13,1351.180054,1369.303955,1351.003052,1369.261963,0.0,1369.261963
1998-05-14,1373.171021,1376.297974,1360.890991,1367.126953,0.0,1367.126953
1998-05-15,1373.427002,1379.126953,1361.843018,1368.087036,0.0,1368.087036
1998-05-18,1373.670044,1376.384033,1360.468994,1368.182983,0.0,1368.182983
1998-05-19,1370.675049,1372.870972,1355.53894,1362.291992,0.0,1362.291992
1998-05-20,1362.69397,1365.102051,1352.166016,1357.43103,0.0,1357.43103
1998-05-21,1356.958984,1367.715942,1350.26001,1366.656006,0.0,1366.656006
1998-05-22,1371.36499,1379.890991,1370.719971,1375.817017,0.0,1375.817017
1998-05-25,1380.125977,1389.656006,1376.20105,1389.365967,0.0,1389.365967
1998-05-26,1392.75,1394.438965,1383.759033,1390.416016,0.0,1390.416016
1998-05-27,1393.738037,1399.541992,1390.550049,1399.541992,0.0,1399.541992
1998-05-28,1402.853027,1405.582031,1392.900024,1397.89502,0.0,1397.89502
1998-05-29,1402.675049,1411.347046,1402.017944,1411.208984,0.0,1411.208984
1998-06-01,1418.354004,1420.552979,1411.061035,1415.574951,0.0,1415.574951
1998-06-02,1419.220947,1419.577026,1402.625,1413.079956,0.0,1413.079956
1998-06-03,1415.019043,1421.120972,1413.112061,1420.0,0.0,1420.0
1998-06-04,1420.985962,1422.979004,1402.745972,1406.302979,0.0,1406.302979
1998-06-05,1404.074951,1414.362061,1390.631958,1408.614014,0.0,1408.614014
1998-06-08,1411.956055,1415.180054,1401.055054,1403.72998,0.0,1403.72998
1998-06-09,1400.347046,1400.347046,1357.464966,1369.650024,0.0,1369.650024
1998-06-10,1367.740967,1377.833984,1359.391968,1368.296997,0.0,1368.296997
1998-06-11,1367.555054,1371.151978,1346.06897,1347.677002,0.0,1347.677002
1998-06-12,1373.109985,1383.465942,1365.083008,1383.387939,0.0,1383.387939
1998-06-15,1385.327026,1386.984985,1359.875977,1365.340942,0.0,1365.340942
1998-06-16,1362.590942,1362.593018,1323.527954,1348.588013,0.0,1348.588013
1998-06-17,1349.003052,1356.661987,1344.44397,1348.942017,0.0,1348.942017
1998-06-18,1352.234985,1372.119995,1352.234985,1370.685059,0.0,1370.685059
1998-06-19,1376.19397,1392.878052,1376.19397,1392.878052,0.0,1392.878052
1998-06-22,1400.468018,1401.510986,1392.05603,1399.355957,0.0,1399.355957
1998-06-23,1398.238037,1398.706055,1385.452026,1397.956055,0.0,1397.956055
1998-06-24,1399.708008,1402.137939,1390.85498,1401.741943,0.0,1401.741943
1998-06-25,1402.952026,1404.04895,1377.177002,1382.036011,0.0,1382.036011
1998-06-26,1383.290039,1388.553955,1376.406006,1385.618042,0.0,1385.618042
1998-06-29,1387.024048,1387.192017,1356.215942,1361.432007,0.0,1361.432007
1998-06-30,1360.61499,1363.589966,1335.212036,1339.202026,0.0,1339.202026
1998-07-01,1363.265015,1367.146973,1315.18396,1316.44104,0.0,1316.44104
1998-07-02,1314.099976,1331.651978,1296.996948,1331.650024,0.0,1331.650024
1998-07-03,1335.83606,1341.72998,1327.796997,1335.125,0.0,1335.125
1998-07-06,1339.260986,1339.677979,1313.276001,1315.282959,0.0,1315.282959
1998-07-07,1313.649048,1324.405029,1307.906982,1324.400024,0.0,1324.400024
1998-07-08,1326.817017,1339.160034,1326.625,1338.984009,0.0,1338.984009
1998-07-09,1341.354004,1344.43103,1336.660034,1343.232056,0.0,1343.232056
1998-07-10,1344.749023,1360.641968,1344.634033,1360.619019,0.0,1360.619019
1998-07-13,1362.687988,1362.996948,1352.457031,1358.812988,0.0,1358.812988
1998-07-14,1360.614014,1361.186035,1334.707031,1336.557983,0.0,1336.557983
1998-07-15,1332.411987,1341.641968,1326.323975,1335.465942,0.0,1335.465942
1998-07-16,1335.29895,1337.640991,1317.885986,1325.633057,0.0,1325.633057
1998-07-17,1325.880005,1330.81604,1311.754028,1314.714966,0.0,1314.714966
1998-07-20,1311.05896,1311.152954,1278.301025,1287.072998,0.0,1287.072998
1998-07-21,1285.785034,1318.93396,1284.797974,1313.01001,0.0,1313.01001
1998-07-22,1312.225952,1312.36499,1295.614014,1299.147949,0.0,1299.147949
1998-07-23,1299.217041,1316.285034,1299.154053,1316.270996,0.0,1316.270996
1998-07-24,1317.848022,1330.491943,1317.848022,1326.821045,0.0,1326.821045
1998-07-27,1328.33606,1328.727051,1314.732056,1321.899048,0.0,1321.899048
1998-07-28,1321.634033,1324.274048,1313.202026,1317.946045,0.0,1317.946045
1998-07-29,1317.928955,1321.264038,1308.261963,1311.939941,0.0,1311.939941
1998-07-30,1312.85498,1318.020996,1309.774048,1315.302002,0.0,1315.302002
1998-07-31,1316.307007,1319.358032,1312.376953,1316.918945,0.0,1316.918945
1998-08-03,1315.13501,1315.469971,1299.927002,1302.102051,0.0,1302.102051
1998-08-04,1299.729004,1299.729004,1283.198975,1293.457031,0.0,1293.457031
1998-08-05,1293.703979,1307.480957,1293.124023,1307.439941,0.0,1307.439941
1998-08-06,1310.296021,1312.604004,1292.394043,1294.161987,0.0,1294.161987
1998-08-07,1292.082031,1292.311035,1267.921021,1271.06897,0.0,1271.06897
1998-08-10,1262.008057,1262.031982,1227.473022,1234.581055,0.0,1234.581055
1998-08-11,1230.379028,1241.781006,1206.63501,1207.671997,0.0,1207.671997
1998-08-12,1204.362061,1207.724976,1158.786987,1190.553955,0.0,1190.553955
1998-08-13,1193.369019,1205.85498,1185.572998,1204.180054,0.0,1204.180054
1998-08-14,1202.378052,1202.378052,1165.868042,1168.026001,0.0,1168.026001
1998-08-17,1152.672974,1152.672974,1068.656006,1070.410034,0.0,1070.410034
1998-08-18,1054.182007,1094.379028,1043.021973,1071.300049,0.0,1071.300049
1998-08-19,1072.73999,1126.081055,1072.719971,1126.081055,0.0,1126.081055
1998-08-20,1128.753052,1149.957031,1113.85498,1149.906982,0.0,1149.906982
1998-08-21,1149.621948,1178.738037,1141.506958,1177.623047,0.0,1177.623047
1998-08-24,1178.551025,1190.880981,1166.142944,1178.553955,0.0,1178.553955
1998-08-25,1174.407959,1179.10498,1159.387939,1179.06604,0.0,1179.06604
1998-08-26,1174.847046,1182.333984,1159.52002,1160.287964,0.0,1160.287964
1998-08-27,1152.358032,1154.692993,1142.167969,1145.215942,0.0,1145.215942
1998-08-28,1139.814941,1146.511963,1125.197021,1129.722046,0.0,1129.722046
1998-08-31,1117.969971,1150.229004,1072.421997,1150.223022,0.0,1150.223022
1998-09-01,1142.5,1163.171021,1123.63501,1143.125,0.0,1143.125
1998-09-02,1137.305054,1149.269043,1129.805054,1136.890015,0.0,1136.890015
1998-09-03,1136.442017,1151.009033,1136.137939,1147.197021,0.0,1147.197021
1998-09-04,1148.953979,1169.468994,1148.942993,1163.526978,0.0,1163.526978
1998-09-07,1168.36499,1178.376953,1163.204956,1178.375,0.0,1178.375
1998-09-08,1181.067017,1185.097046,1166.659058,1167.597046,0.0,1167.597046
1998-09-09,1165.656006,1190.737061,1162.468018,1190.682983,0.0,1190.682983
1998-09-10,1194.875,1219.795044,1194.11499,1213.67395,0.0,1213.67395
1998-09-11,1214.832031,1225.144043,1206.610962,1218.005005,0.0,1218.005005
1998-09-14,1219.317993,1239.769043,1214.442017,1239.60498,0.0,1239.60498
1998-09-15,1240.94397,1245.42395,1228.875977,1230.125977,0.0,1230.125977
1998-09-16,1226.904053,1252.202026,1225.290039,1252.137939,0.0,1252.137939
1998-09-17,1257.379028,1264.397949,1226.722046,1233.703003,0.0,1233.703003
1998-09-18,1227.560059,1233.402954,1199.582031,1207.000977,0.0,1207.000977
1998-09-21,1199.167969,1222.379028,1193.821045,1222.379028,0.0,1222.379028
1998-09-22,1224.39502,1229.618042,1214.015991,1222.634033,0.0,1222.634033
1998-09-23,1223.98999,1233.791992,1222.360962,1229.862061,0.0,1229.862061
1998-09-24,1231.04895,1232.277954,1196.922974,1199.061035,0.0,1199.061035
1998-09-25,1194.312988,1221.578003,1192.07605,1221.578003,0.0,1221.578003
1998-09-28,1224.265991,1239.801025,1217.651978,1230.21106,0.0,1230.21106
1998-09-29,1231.899048,1239.108032,1226.842041,1231.746948,0.0,1231.746948
1998-09-30,1233.588989,1242.942993,1233.428955,1242.895996,0.0,1242.895996
1998-10-05,1245.737061,1246.603027,1231.400024,1234.779053,0.0,1234.779053
1998-10-06,1234.141968,1237.843994,1214.828979,1217.457031,0.0,1217.457031
1998-10-07,1214.635986,1219.103027,1207.928955,1213.785034,0.0,1213.785034
1998-10-08,1215.952026,1228.730957,1215.869995,1228.709961,0.0,1228.709961
1998-10-09,1231.942017,1241.050049,1229.845947,1236.932007,0.0,1236.932007
1998-10-12,1239.564941,1247.244019,1227.859009,1247.145996,0.0,1247.145996
1998-10-13,1250.676025,1257.349976,1239.77002,1244.067993,0.0,1244.067993
1998-10-14,1243.713989,1247.661011,1234.06604,1240.594971,0.0,1240.594971
1998-10-15,1243.194946,1254.839966,1241.258057,1241.813965,0.0,1241.813965
1998-10-16,1259.144043,1263.713013,1249.93103,1251.525024,0.0,1251.525024
1998-10-19,1255.051025,1256.755981,1240.448975,1246.235962,0.0,1246.235962
1998-10-20,1248.234985,1251.432983,1238.303955,1243.64502,0.0,1243.64502
1998-10-21,1243.537964,1243.602051,1206.118042,1207.824951,0.0,1207.824951
1998-10-22,1202.208008,1216.167969,1191.557007,1216.093994,0.0,1216.093994
1998-10-23,1217.128052,1230.828003,1215.473022,1217.428955,0.0,1217.428955
1998-10-26,1215.55896,1215.55896,1195.244019,1208.265991,0.0,1208.265991
1998-10-27,1207.202026,1218.446045,1204.734985,1216.787964,0.0,1216.787964
1998-10-28,1218.495972,1226.113037,1217.232056,1225.928955,0.0,1225.928955
1998-10-29,1226.92395,1229.743042,1214.920044,1216.76001,0.0,1216.76001
1998-10-30,1216.014038,1225.641968,1215.454956,1217.31604,0.0,1217.31604
1998-11-02,1217.338013,1223.531006,1210.845947,1223.478027,0.0,1223.478027
1998-11-03,1225.262939,1236.964966,1225.217041,1236.871948,0.0,1236.871948
1998-11-04,1239.498047,1240.70105,1232.780029,1235.803955,0.0,1235.803955
1998-11-05,1237.543945,1253.310059,1237.508057,1253.275024,0.0,1253.275024
1998-11-06,1258.694946,1267.394043,1257.171021,1259.765015,0.0,1259.765015
1998-11-09,1263.963013,1283.124023,1263.958008,1283.120972,0.0,1283.120972
1998-11-10,1283.917969,1288.738037,1275.192993,1286.55896,0.0,1286.55896
1998-11-11,1287.421997,1288.353027,1278.473022,1286.198975,0.0,1286.198975
1998-11-12,1286.557007,1295.063965,1278.939941,1282.988037,0.0,1282.988037
1998-11-13,1281.98999,1285.922974,1271.322998,1282.508057,0.0,1282.508057
1998-11-16,1284.334961,1293.761963,1281.600952,1293.743042,0.0,1293.743042
