39645049 3900 3900 100 3901 141 10 10 10 10
39645050 3900 3900 100 3901 141 10 10 10 10
39645051 3901 3901 101 3902 142 10 10 10 10
39645052 3902 3902 102 3903 143 10 10 10 10
39645053 3903 3903 103 3904 144 10 10 10 10
39645054 3904 3904 104 3905 145 10 10 10 10
39645055 3905 3905 105 3906 146 10 10 10 10
39645056 3906 3906 106 3907 147 10 10 10 10
39645057 3907 3907 107 3908 148 10 10 10 10
39645058 3908 3908 108 3909 149 10 10 10 10
39645059 3909 3909 109 3910 150 10 10 10 10
39645060 3910 3910 110 3911 151 10 10 10 10
39645061 3911 3911 111 3912 152 10 10 10 10
39645062 3912 3912 112 3913 153 10 10 10 10
39645063 3912 3912 112 3913 153 10 10 10 10
39645064 3913 3913 113 3914 154 10 10 10 10
39645065 3914 3914 114 3915 155 10 10 10 10
39645066 3914 3914 114 3915 155 10 10 10 10
39645067 3915 3915 115 3916 156 10 10 10 10
39645068 3916 3916 116 3917 157 10 10 10 10
39645069 3916 3916 116 3917 157 10 10 10 10
39645070 3917 3917 117 3918 158 10 10 10 10
39645071 3917 3917 117 3918 158 10 10 10 10
39645072 3918 3918 118 3919 159 10 10 10 10
39645073 3918 3918 118 3919 159 10 10 10 10
39645074 3918 3918 118 3919 159 10 10 10 10
39645075 3918 3918 118 3919 159 10 10 10 10
39645076 3919 3919 119 3920 160 10 10 10 10
39645077 3919 3919 119 3920 160 10 10 10 10
39645078 3919 3919 119 3920 160 10 10 10 10
39645079 3919 3919 119 3920 160 10 10 10 10
39645080 3919 3919 119 3920 160 10 10 10 10
39645081 3919 3919 119 3920 160 10 10 10 10
39645082 3919 3919 119 3920 160 10 10 10 10
39645083 3919 3919 119 3920 160 10 10 10 10
39645084 3919 3919 119 3920 160 10 10 10 10
39645085 3919 3919 119 3920 160 10 10 10 10
39645086 3918 3918 118 3919 159 10 10 10 10
39645087 3918 3918 118 3919 159 10 10 10 10
39645088 3918 3918 118 3919 159 10 10 10 10
39645089 3917 3917 117 3918 158 10 10 10 10
39645090 3917 3917 117 3918 158 10 10 10 10
39645091 3916 3916 116 3917 157 10 10 10 10
39645092 3916 3916 116 3917 157 10 10 10 10
39645093 3915 3915 115 3916 156 10 10 10 10
39645094 3915 3915 115 3916 156 10 10 10 10
39645095 3914 3914 114 3915 155 10 10 10 10
39645096 3913 3913 113 3914 154 10 10 10 10
39645097 3913 3913 113 3914 154 10 10 10 10
39645098 3912 3912 112 3913 153 10 10 10 10
39645099 3911 3911 111 3912 152 10 10 10 10
39645100 3910 3910 110 3911 151 10 10 10 10
39645101 3909 3909 109 3910 150 10 10 10 10
39645102 3909 3909 109 3910 150 10 10 10 10
39645103 3908 3908 108 3909 149 10 10 10 10
39645104 3907 3907 107 3908 148 10 10 10 10
39645105 3906 3906 106 3907 147 10 10 10 10
39645106 3905 3905 105 3906 146 10 10 10 10
39645107 3904 3904 104 3905 145 10 10 10 10
39645108 3903 3903 103 3904 144 10 10 10 10
39645109 3902 3902 102 3903 143 10 10 10 10
