INSTANCE_ID, probtype, n_vars, n_constr, n_nzcnt, nq_vars, nq_constr, nq_nzcnt, lp_avg, lp_l2_avg, lp_linf, lp_objval, num_b_variables, num_i_variables, num_c_variables, num_s_variables, num_n_variables, ratio_b_variables, ratio_i_variables, ratio_c_variables, ratio_s_variables, ratio_n_variables, num_ip_variables, ratio_ip_variables, num_unbounded_disc, ratio_unbounded_disc, support_size_avg, support_size_median, support_size_varcoef, support_size_q90mq10, rhs_c_0_avg, rhs_c_0_varcoef, rhs_c_1_avg, rhs_c_1_varcoef, rhs_c_2_avg, rhs_c_2_varcoef, vcg_constr_deg0_avg, vcg_constr_deg0_median, vcg_constr_deg0_varcoef, vcg_constr_deg0_q90mq10, vcg_var_deg0_avg, vcg_var_deg0_median, vcg_var_deg0_varcoef, vcg_var_deg0_q90mq10, vcg_constr_weight0_avg, vcg_constr_weight0_varcoef, vcg_var_weight0_avg, vcg_var_weight0_varcoef, A_ij_normalized0_avg, A_ij_normalized0_varcoef, a_normalized_varcoefs0_avg, a_normalized_varcoefs0_varcoef, obj_coefs0_avg, obj_coefs0_std, obj_coef_per_constr0_avg, obj_coef_per_constr0_std, obj_coef_per_sqr_constr0_avg, obj_coef_per_sqr_constr0_std, vcg_constr_deg1_avg, vcg_constr_deg1_median, vcg_constr_deg1_varcoef, vcg_constr_deg1_q90mq10, vcg_var_deg1_avg, vcg_var_deg1_median, vcg_var_deg1_varcoef, vcg_var_deg1_q90mq10, vcg_constr_weight1_avg, vcg_constr_weight1_varcoef, vcg_var_weight1_avg, vcg_var_weight1_varcoef, A_ij_normalized1_avg, A_ij_normalized1_varcoef, a_normalized_varcoefs1_avg, a_normalized_varcoefs1_varcoef, obj_coefs1_avg, obj_coefs1_std, obj_coef_per_constr1_avg, obj_coef_per_constr1_std, obj_coef_per_sqr_constr1_avg, obj_coef_per_sqr_constr1_std, vcg_constr_deg2_avg, vcg_constr_deg2_median, vcg_constr_deg2_varcoef, vcg_constr_deg2_q90mq10, vcg_var_deg2_avg, vcg_var_deg2_median, vcg_var_deg2_varcoef, vcg_var_deg2_q90mq10, vcg_constr_weight2_avg, vcg_constr_weight2_varcoef, vcg_var_weight2_avg, vcg_var_weight2_varcoef, A_ij_normalized2_avg, A_ij_normalized2_varcoef, a_normalized_varcoefs2_avg, a_normalized_varcoefs2_varcoef, obj_coefs2_avg, obj_coefs2_std, obj_coef_per_constr2_avg, obj_coef_per_constr2_std, obj_coef_per_sqr_constr2_avg, obj_coef_per_sqr_constr2_std, mipgap, nodecnt, clqcnt, covcnt, itcnt_max, numnewsolution_sum, newin_sum, nodeleft_avg, nodeleft_varcoef, diffObj_avg, diffObj_median, diffObj_varcoef, diffObj_q90mq10, numfeas, iinf_avg, iinf_median, iinf_varcoef, iinf_q90mq10, diffBestInt_avg, diffBestInt_median, diffBestInt_varcoef, diffBestInt_q90mq10, diffBestObjUp_avg, diffBestObjUp_median, diffBestObjUp_varcoef, diffBestObjUp_q90mq10, numcuts_sum, diffGap_avg, diffGap_median, diffGap_varcoef, diffGap_q90mq10, pre_t, rel_t, new_row, new_col, new_nonzero, clique_table, cliqueCuts, impliedBoundCuts, flowCuts, mixedIntegerRoundingCuts, gomoryFractionalCuts, time_relax, time_VCG0, time_VCG1, time_VCG2, cplex_prob_time
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.022.b122.000000.prune2.lp, 1.0, 466.0, 470.0, 1751.0, 0.0, 0.0, 0.0, 0.0118253, 0.0433132, 0.249756, 336.962, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.08333, 7.2175, -512.0, -512.0, 1.40638, 1.0, 4.51415, 0.0, 6.61, 7.0, 0.0825722, 1.0, -76.2, -0.641874, -358.14, -0.151664, 1.0, 0.0, 0.00159665, 17.3302, 5.81, 2.77018, 0.887714, 0.438051, 2.26866, 1.09333, 2.31915, 1.0, 1.1195, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.778723, 0.539602, 1.0, 0.181071, 0.00909836, 0.0990991, 0.021052, 6.80941, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.72553, 2.0, 1.81981, 7.0, 3.75751, 3.0, 0.406201, 4.0, -75.4213, -0.643433, -76.0687, -1.96629, 0.603639, 0.80419, 0.78495, 0.580284, 1.24893, 2.70793, 0.190497, 0.417128, 0.486837, 1.06018, 0.0, 892.0, 0.0, 45.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.01, 454.0, 457.0, 1717.0, 1.0, 0.0, 24.0, 33.0, 0.0, 12.0, 0.0166667, 0.0166667, 0.0, 0.0, 4.4
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.099.b60.000000.prune2.lp, 1.0, 466.0, 542.0, 1823.0, 0.0, 0.0, 0.0, 0.00697436, 0.0496517, 0.449039, 159.752, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.905556, 9.54766, -512.0, -512.0, 1.3524, 1.0, 4.37263, 0.0, 7.33, 8.0, 0.109234, 2.0, -65.9151, -0.8019, -357.26, -0.151318, 1.0, 0.0, 0.00132704, 18.4597, 5.77, 2.75628, 0.807405, 0.416421, 2.15435, 1.05872, 2.01107, 1.0, 1.2643, 8.0, 2.97814, 3.0, 0.0781488, 0.0, 0.675277, 0.699261, 1.0, 0.181071, 0.0133333, 0.25, 0.0182554, 7.32287, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.36347, 2.0, 1.89709, 8.0, 3.91202, 3.0, 0.469406, 5.0, -65.2399, -0.803476, -75.8798, -1.96622, 0.605333, 0.79852, 0.68062, 0.73595, 1.24034, 2.69042, 0.173263, 0.383516, 0.462308, 1.01132, 0.0, 0.0, 0.0, 2.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.01, 0.0, 49.0, 52.0, 180.0, 1.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0166667, 0.0, 0.0, 0.0, 0.0166667
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.092.b180.000000.prune2.lp, 1.0, 466.0, 470.0, 1751.0, 0.0, 0.0, 0.0, 0.0120027, 0.0604129, 0.432003, 336.245, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.62037, 7.49536, -512.0, -512.0, 1.40638, 1.0, 4.51415, 0.0, 6.61, 7.0, 0.0825722, 1.0, -76.1043, -0.657472, -357.69, -0.152126, 1.0, 0.0, 0.00146102, 17.0269, 5.3, 3.01828, 0.806286, 0.465289, 2.06534, 1.17958, 2.31915, 1.0, 1.1195, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.778723, 0.539602, 1.0, 0.181071, 0.00777778, 0.285714, 0.021052, 6.80941, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.72553, 2.0, 1.81981, 7.0, 3.75751, 3.0, 0.406201, 4.0, -75.3255, -0.659264, -75.9721, -1.96649, 0.603111, 0.80597, 0.784817, 0.58047, 1.13948, 2.58584, 0.173023, 0.395002, 0.443206, 1.00873, 0.0534138, 2700.0, 0.0, 48.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.01, 0.01, 454.0, 457.0, 1717.0, 1.0, 0.0, 33.0, 24.0, 0.0, 7.0, 0.0333333, 0.0, 0.0, 0.0, 8.41667
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.274.b67.000000.prune2.lp, 1.0, 466.0, 475.0, 1756.0, 0.0, 0.0, 0.0, 0.0149286, 0.0459441, 0.317539, 267.135, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.50442, 7.46085, -512.0, -512.0, 1.40211, 1.0, 4.50413, 0.0, 6.66, 7.0, 0.0828415, 1.0, -75.3684, -0.656806, -358.0, -0.153315, 1.0, 0.0, 0.00161506, 17.497, 6.02, 2.71286, 0.913476, 0.429383, 2.34268, 1.07205, 2.29474, 1.0, 1.13015, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.770526, 0.552183, 1.0, 0.181071, 0.0124627, 0.197605, 0.0208304, 6.84631, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.69684, 2.0, 1.8258, 7.0, 3.76824, 3.0, 0.410488, 4.0, -74.5979, -0.658402, -76.0386, -1.9669, 0.604985, 0.799681, 0.776723, 0.592365, 1.29399, 2.77199, 0.196025, 0.424503, 0.502721, 1.08241, 1.0, 2299.0, 0.0, 23.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.01, 405.0, 412.0, 1542.0, 6.0, 0.0, 32.0, 33.0, 1.0, 7.0, 0.0166667, 0.0, 0.0166667, 0.0, 8.41667
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.241.b162.000000.prune2.lp, 1.0, 466.0, 470.0, 1751.0, 0.0, 0.0, 0.0, 0.00684184, 0.0374594, 0.319886, 287.656, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.4537, 7.39897, -512.0, -512.0, 1.40638, 1.0, 4.51415, 0.0, 6.61, 7.0, 0.0825722, 1.0, -75.9723, -0.680294, -357.07, -0.152221, 1.0, 0.0, 0.00132145, 16.6793, 5.49, 2.70738, 0.836619, 0.418217, 2.14118, 1.05865, 2.31915, 1.0, 1.1195, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.778723, 0.539602, 1.0, 0.181071, 0.00808642, 0.236641, 0.021052, 6.80941, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.72553, 2.0, 1.81981, 7.0, 3.75751, 3.0, 0.406201, 4.0, -75.1936, -0.682425, -75.8391, -1.96657, 0.603235, 0.805554, 0.78468, 0.580686, 1.18026, 2.57874, 0.179532, 0.394337, 0.45948, 1.00658, 0.0685471, 2379.0, 0.0, 84.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.01, 453.0, 457.0, 1715.0, 1.0, 0.0, 14.0, 27.0, 0.0, 5.0, 0.0333333, 0.0, 0.0, 0.0, 8.43333
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.485.b93.000000.prune2.lp, 1.0, 466.0, 480.0, 1761.0, 0.0, 0.0, 0.0, 0.0163651, 0.0607666, 0.458238, 258.023, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.66102, 7.50281, -512.0, -512.0, 1.39792, 1.0, 4.49413, 0.0, 6.71, 7.0, 0.0824266, 1.0, -74.5146, -0.67806, -357.67, -0.153294, 1.0, 0.0, 0.0014813, 17.3287, 5.37, 3.09081, 0.816119, 0.488291, 2.09128, 1.22228, 2.27083, 1.0, 1.14071, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.7625, 0.564484, 1.0, 0.181071, 0.0103763, 0.0362694, 0.0206134, 6.88301, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.66875, 2.0, 1.8317, 7.0, 3.77897, 3.0, 0.414659, 4.0, -73.7521, -0.679792, -75.9678, -1.96692, 0.604151, 0.802473, 0.768516, 0.604403, 1.15451, 2.6282, 0.175133, 0.404256, 0.448772, 1.02845, 1.0, 2824.0, 0.0, 2.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.01, 397.0, 401.0, 1503.0, 2.0, 0.0, 44.0, 41.0, 0.0, 7.0, 0.0333333, 0.0, 0.0, 0.0, 8.36667
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.209.b79.000000.prune2.lp, 1.0, 466.0, 472.0, 1753.0, 0.0, 0.0, 0.0, 0.0175998, 0.0622879, 0.338615, 238.571, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.65455, 7.27626, -512.0, -512.0, 1.40466, 1.0, 4.51014, 0.0, 6.63, 7.0, 0.078822, 1.0, -75.8093, -0.656935, -357.82, -0.151839, 1.0, 0.0, 0.00154859, 17.2777, 5.62, 3.08149, 0.853286, 0.474318, 2.18772, 1.20172, 2.30932, 1.0, 1.12377, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.775424, 0.544669, 1.0, 0.181071, 0.0113291, 0.117318, 0.0209628, 6.82419, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.71398, 2.0, 1.82222, 7.0, 3.7618, 3.0, 0.407409, 4.0, -75.0339, -0.658644, -76.0, -1.96637, 0.604532, 0.801196, 0.781584, 0.585218, 1.20815, 2.71256, 0.183109, 0.413514, 0.469467, 1.05667, 1.0, 1685.0, 0.0, 12.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.01, 0.01, 444.0, 447.0, 1679.0, 1.0, 0.0, 40.0, 34.0, 0.0, 9.0, 0.0333333, 0.0, 0.0, 0.0, 8.38333
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.275.b182.000000.prune2.lp, 1.0, 466.0, 470.0, 1751.0, 0.0, 0.0, 0.0, 0.00662747, 0.032561, 0.29167, 357.172, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.63889, 7.50622, -512.0, -512.0, 1.40638, 1.0, 4.51415, 0.0, 6.61, 7.0, 0.0825722, 1.0, -76.0468, -0.667228, -357.42, -0.15197, 1.0, 0.0, 0.00143774, 16.9714, 5.59, 2.86739, 0.854286, 0.454867, 2.18283, 1.1334, 2.31915, 1.0, 1.1195, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.778723, 0.539602, 1.0, 0.181071, 0.00774725, 0.29078, 0.021052, 6.80941, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.72553, 2.0, 1.81981, 7.0, 3.75751, 3.0, 0.406201, 4.0, -75.2681, -0.669165, -75.9142, -1.96645, 0.603099, 0.806012, 0.784794, 0.580504, 1.20172, 2.65103, 0.183323, 0.409149, 0.468418, 1.03862, 0.0439665, 1656.0, 0.0, 107.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.01, 0.01, 453.0, 457.0, 1715.0, 1.0, 0.0, 37.0, 41.0, 0.0, 7.0, 0.0333333, 0.0, 0.0, 0.0, 8.38333
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.163.b748.000000.prune2.lp, 1.0, 466.0, 470.0, 1751.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 602.0, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.87963, 9.16136, -512.0, -512.0, 1.40638, 1.0, 4.51415, 0.0, 6.61, 7.0, 0.0825722, 1.0, -76.0532, -0.66613, -357.45, -0.151294, 1.0, 0.0, 0.00144166, 16.9808, 6.02, 2.80706, 0.915905, 0.436306, 2.34587, 1.09889, 2.31915, 1.0, 1.1195, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.778723, 0.539602, 1.0, 0.181071, 0.00566845, 0.764151, 0.021052, 6.80941, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.72553, 2.0, 1.81981, 7.0, 3.75751, 3.0, 0.406201, 4.0, -75.2745, -0.66805, -75.9206, -1.9662, 0.602267, 0.808825, 0.784798, 0.580498, 1.29399, 2.79205, 0.196546, 0.426893, 0.503405, 1.08933, 0.0, 0.0, 0.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, 452.0, 457.0, 1618.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0166667, 0.0, 0.0, 0.0166667
instances/mip/data/COR-LAT/cor-lat-2f+r-u-10-10-10-5-100-3.315.b89.000000.prune2.lp, 1.0, 466.0, 470.0, 1751.0, 0.0, 0.0, 0.0, 0.0177899, 0.0722676, 0.491584, 275.329, 100.0, 0.0, 366.0, 0.0, 0.0, 0.214592, 0.0, 0.785408, 0.0, 0.0, 100.0, 0.214592, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.77778, 7.17717, -512.0, -512.0, 1.40638, 1.0, 4.51415, 0.0, 6.61, 7.0, 0.0825722, 1.0, -76.2043, -0.641201, -358.16, -0.152517, 1.0, 0.0, 0.00160627, 17.3504, 5.68, 2.76362, 0.863238, 0.424382, 2.21208, 1.07523, 2.31915, 1.0, 1.1195, 7.0, 2.97814, 3.0, 0.0781488, 0.0, 0.778723, 0.539602, 1.0, 0.181071, 0.010618, 0.0582011, 0.021052, 6.80941, 0.00273224, 0.0521994, 0.0, 0.0, 0.0, 0.0, 3.72553, 2.0, 1.81981, 7.0, 3.75751, 3.0, 0.406201, 4.0, -75.4255, -0.642749, -76.073, -1.9666, 0.604247, 0.802149, 0.78496, 0.580271, 1.22103, 2.6596, 0.185244, 0.405269, 0.474696, 1.03577, 0.117184, 1231.0, 0.0, 37.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.01, 454.0, 457.0, 1717.0, 1.0, 0.0, 30.0, 33.0, 0.0, 5.0, 0.0166667, 0.0, 0.0, 0.0, 8.38333
